onset	duration	trial_type
0	0	Stimulus
4.58995067877058	0	Stimulus
9.20165642296378	0	Stimulus
13.8379489719021	0	Stimulus
19.0166012767023	0	Stimulus
24.0117782957919	0	Stimulus
28.7014887018095	0	Stimulus
33.6964945267997	0	Stimulus
38.3441027487764	0	Stimulus
42.8990768956826	0	Stimulus
48.2497895699716	0	Stimulus
53.3103490973265	0	Stimulus
58.7399579640832	0	Stimulus
63.9366251646384	0	Stimulus
69.0194161298142	0	Stimulus
74.3348133412916	0	Stimulus
79.7138272458888	0	Stimulus
85.2027388619684	0	Stimulus
89.7032612373254	0	Stimulus
95.0686998283384	0	Stimulus
102.0166012767023	0	Stimulus
107.0166012767023	0	Stimulus
111.2027388619684	0	Stimulus
114.9366251646384	0	Stimulus
117.8379489719021	0	Stimulus
119.2027388619684	0	Stimulus
121.2027388619684	0	Stimulus
123.9334813341291	0	Stimulus
125.3649869649452	0	Stimulus
128.2027388619684	0	Stimulus
