onset	duration	trial_type
1748789100.0	0	tms_stimulation
1748789105.0	0	tms_stimulation
1748789110.0	0	tms_stimulation
1748789115.0	0	tms_stimulation
1748789120.0	0	tms_stimulation
1748789125.0	0	tms_stimulation
1748789130.0	0	tms_stimulation
1748789135.0	0	tms_stimulation
1748789140.0	0	tms_stimulation
1748789145.0	0	tms_stimulation
1748789150.0	0	tms_stimulation
1748789155.0	0	tms_stimulation
1748789160.0	0	tms_stimulation
1748789165.0	0	tms_stimulation
1748789170.0	0	tms_stimulation
1748789175.0	0	tms_stimulation
1748789180.0	0	tms_stimulation
1748789185.0	0	tms_stimulation
1748789190.0	0	tms_stimulation
1748789195.0	0	tms_stimulation
1748789200.0	0	tms_stimulation
1748789205.0	0	tms_stimulation
1748789210.0	0	tms_stimulation
1748789215.0	0	tms_stimulation
1748789220.0	0	tms_stimulation
1748789225.0	0	tms_stimulation
1748789230.0	0	tms_stimulation
1748789235.0	0	tms_stimulation
1748789240.0	0	tms_stimulation
1748789245.0	0	tms_stimulation
1748789250.0	0	tms_stimulation
1748789255.0	0	tms_stimulation
1748789260.0	0	tms_stimulation
1748789265.0	0	tms_stimulation
1748789270.0	0	tms_stimulation
1748789275.0	0	tms_stimulation
1748789280.0	0	tms_stimulation
1748789285.0	0	tms_stimulation
1748789290.0	0	tms_stimulation
1748789295.0	0	tms_stimulation
